epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
98,1104.69,1.0438,0.56762,1.00959,0.67828,0.73266,0.73592,0.43678,1.30459,0.74865,1.08968,0.00051985,0.00051985,0.00051985
99,1115.3,1.04888,0.56617,1.01001,0.63634,0.7334,0.71851,0.44234,1.25359,0.72512,1.08145,0.0005149,0.0005149,0.0005149
100,1126.15,1.02855,0.56035,1.00617,0.65076,0.72824,0.70177,0.43436,1.26209,0.69441,1.08448,0.00050995,0.00050995,0.00050995
101,1137.19,1.03819,0.55177,1.01238,0.65343,0.72043,0.71027,0.43702,1.2702,0.79321,1.08694,0.000505,0.000505,0.000505
102,1148.33,1.03189,0.56222,0.99908,0.72429,0.69221,0.73304,0.44866,1.26943,0.74401,1.0926,0.00050005,0.00050005,0.00050005
103,1159.6,1.02674,0.56034,1.01146,0.68162,0.74848,0.73613,0.45255,1.28417,0.70722,1.09039,0.0004951,0.0004951,0.0004951
104,1170.14,1.02103,0.54776,1.00773,0.71991,0.70264,0.7349,0.42545,1.4037,0.71994,1.13181,0.00049015,0.00049015,0.00049015
105,1180.85,1.02991,0.56005,1.00607,0.74391,0.71561,0.76273,0.46639,1.28307,0.68081,1.09241,0.0004852,0.0004852,0.0004852
106,1192.95,1.02485,0.54216,1.00263,0.71082,0.74603,0.76036,0.45559,1.31529,0.69547,1.10787,0.00048025,0.00048025,0.00048025
107,1204.42,1.00652,0.53265,1.00321,0.72315,0.70512,0.7318,0.44405,1.28702,0.70391,1.09175,0.0004753,0.0004753,0.0004753
108,1215.46,1.00837,0.53272,1.0,0.65445,0.76665,0.73133,0.44897,1.29212,0.7263,1.09541,0.00047035,0.00047035,0.00047035
109,1226.53,1.008,0.55476,0.99488,0.71316,0.70172,0.71961,0.44944,1.23816,0.68482,1.0756,0.0004654,0.0004654,0.0004654
110,1237.55,1.02258,0.55459,1.0121,0.734,0.749,0.76944,0.46432,1.26811,0.67893,1.08796,0.00046045,0.00046045,0.00046045
111,1248.29,1.00159,0.53147,0.9955,0.7451,0.7036,0.73625,0.4553,1.28356,0.69233,1.09072,0.0004555,0.0004555,0.0004555
112,1259.08,0.99877,0.53519,0.99596,0.74248,0.73804,0.77085,0.47604,1.27146,0.67104,1.08317,0.00045055,0.00045055,0.00045055
