epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
161,1912.88,0.96961,0.52428,0.98262,0.69641,0.79549,0.75953,0.47174,1.24633,0.7023,1.07597,0.000208,0.000208,0.000208
162,1924.28,0.95565,0.51188,0.97882,0.74094,0.74461,0.74735,0.47212,1.24795,0.6742,1.08029,0.00020305,0.00020305,0.00020305
163,1935.92,0.97014,0.51947,0.98653,0.70546,0.73755,0.75035,0.47348,1.24076,0.68826,1.07722,0.0001981,0.0001981,0.0001981
164,1947.81,0.94418,0.50145,0.97151,0.68717,0.76278,0.75178,0.48146,1.23421,0.68058,1.07341,0.00019315,0.00019315,0.00019315
165,1959.05,0.95178,0.5109,0.98072,0.72696,0.74879,0.74291,0.47358,1.24723,0.68882,1.07937,0.0001882,0.0001882,0.0001882
166,1970.45,0.95193,0.51461,0.98232,0.73828,0.74491,0.7403,0.47024,1.24485,0.6984,1.08033,0.00018325,0.00018325,0.00018325
167,1981.83,0.94669,0.50219,0.97659,0.75332,0.70853,0.73624,0.47169,1.23476,0.69672,1.07244,0.0001783,0.0001783,0.0001783
168,1993.89,0.96567,0.51968,0.98341,0.76395,0.74205,0.76655,0.47961,1.23946,0.69509,1.07524,0.00017335,0.00017335,0.00017335
169,2005.25,0.9416,0.50196,0.97802,0.71729,0.75253,0.74882,0.47715,1.24241,0.70303,1.07759,0.0001684,0.0001684,0.0001684
170,2016.6,0.92363,0.48626,0.97329,0.74811,0.73349,0.75301,0.47582,1.24398,0.70522,1.07786,0.00016345,0.00016345,0.00016345
171,2028.82,0.94662,0.49964,0.97879,0.75203,0.71926,0.74767,0.47386,1.23812,0.6957,1.08034,0.0001585,0.0001585,0.0001585
172,2040.54,0.92122,0.48566,0.9708,0.7399,0.71764,0.75875,0.4768,1.24943,0.69762,1.08276,0.00015355,0.00015355,0.00015355
173,2052.11,0.93948,0.51042,0.97423,0.77126,0.72782,0.76149,0.48385,1.24214,0.68489,1.07369,0.0001486,0.0001486,0.0001486
174,2065.46,0.92782,0.50243,0.96633,0.74805,0.74454,0.758,0.47519,1.24543,0.68939,1.07991,0.00014365,0.00014365,0.00014365
175,2076.9,0.92074,0.48807,0.97051,0.74314,0.73776,0.75441,0.47266,1.23748,0.6999,1.07614,0.0001387,0.0001387,0.0001387
176,2088.83,0.93209,0.49783,0.97333,0.75247,0.74266,0.76408,0.47609,1.23948,0.68785,1.07752,0.00013375,0.00013375,0.00013375
177,2100.14,0.91765,0.50099,0.96452,0.76985,0.74039,0.76723,0.48407,1.24064,0.67449,1.08022,0.0001288,0.0001288,0.0001288
178,2112.81,0.92622,0.50365,0.96931,0.74158,0.72644,0.75769,0.48143,1.23646,0.66917,1.07767,0.00012385,0.00012385,0.00012385
179,2124.14,0.9258,0.49798,0.9711,0.72005,0.76516,0.76254,0.4834,1.24152,0.66323,1.07748,0.0001189,0.0001189,0.0001189
180,2135.36,0.93486,0.4977,0.96951,0.76429,0.74224,0.76495,0.48448,1.23865,0.67634,1.08047,0.00011395,0.00011395,0.00011395
