epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
140,2235.61,1.05905,0.5818,1.02174,0.72072,0.70998,0.72815,0.44632,1.23786,0.71297,1.06763,0.00031195,0.00031195,0.00031195
141,2251,1.06255,0.59556,1.01779,0.67975,0.7279,0.71172,0.43689,1.2608,0.70801,1.07476,0.000307,0.000307,0.000307
142,2266.34,1.0435,0.57938,1.01,0.68896,0.75908,0.72524,0.44668,1.25109,0.70638,1.07784,0.00030205,0.00030205,0.00030205
143,2282.61,1.04201,0.57225,1.01687,0.6926,0.74557,0.73569,0.44787,1.26663,0.7372,1.08001,0.0002971,0.0002971,0.0002971
144,2299.25,1.04874,0.58465,1.02447,0.68549,0.7388,0.71369,0.43867,1.25302,0.71195,1.07821,0.00029215,0.00029215,0.00029215
145,2314.55,1.04786,0.58371,1.01737,0.68137,0.74097,0.71871,0.43974,1.27325,0.69334,1.07922,0.0002872,0.0002872,0.0002872
146,2330.04,1.04696,0.57837,1.0141,0.71804,0.68319,0.7192,0.4481,1.23937,0.68032,1.06621,0.00028225,0.00028225,0.00028225
147,2345.42,1.04862,0.56638,1.02259,0.68703,0.74426,0.72316,0.44006,1.25484,0.70911,1.07271,0.0002773,0.0002773,0.0002773
148,2361.06,1.0503,0.58569,1.01665,0.68768,0.73221,0.72949,0.44325,1.25378,0.70459,1.07523,0.00027235,0.00027235,0.00027235
149,2376.32,1.05522,0.59806,1.02489,0.67607,0.74485,0.70988,0.43517,1.24201,0.68751,1.07202,0.0002674,0.0002674,0.0002674
150,2392.39,1.042,0.57568,1.01236,0.72808,0.69512,0.73155,0.44622,1.24439,0.69606,1.06839,0.00026245,0.00026245,0.00026245
151,2407.51,1.05009,0.56188,1.01768,0.71433,0.70622,0.73391,0.43752,1.30922,0.72354,1.08865,0.0002575,0.0002575,0.0002575
152,2424.33,1.03596,0.57619,1.01535,0.72242,0.72987,0.7355,0.44658,1.25044,0.70607,1.07357,0.00025255,0.00025255,0.00025255
153,2440.43,1.03688,0.56352,1.00712,0.72313,0.73684,0.73494,0.4524,1.24461,0.70795,1.06863,0.0002476,0.0002476,0.0002476
154,2456.46,1.03367,0.56911,1.00804,0.66032,0.77413,0.72771,0.4515,1.24572,0.70847,1.07204,0.00024265,0.00024265,0.00024265
155,2472.29,1.04691,0.57653,1.01373,0.69896,0.70522,0.71328,0.44056,1.2779,0.74323,1.08093,0.0002377,0.0002377,0.0002377
156,2488.19,1.01888,0.54009,1.00204,0.68096,0.75197,0.71525,0.44692,1.25158,0.71637,1.07349,0.00023275,0.00023275,0.00023275
157,2503.62,1.02477,0.55866,1.00942,0.70458,0.7406,0.73402,0.45228,1.26196,0.71081,1.07508,0.0002278,0.0002278,0.0002278
158,2519.27,1.02112,0.5606,1.00763,0.73629,0.73057,0.73494,0.45022,1.25677,0.72984,1.07799,0.00022285,0.00022285,0.00022285
159,2534.67,1.02211,0.54612,1.00797,0.76002,0.69079,0.73249,0.45279,1.25519,0.7209,1.07165,0.0002179,0.0002179,0.0002179
160,2551.22,1.02687,0.56944,1.01005,0.6894,0.74537,0.70849,0.43311,1.25687,0.72532,1.07188,0.00021295,0.00021295,0.00021295
161,2567.02,1.02129,0.55292,1.00164,0.71537,0.69251,0.72365,0.44221,1.26802,0.72077,1.0817,0.000208,0.000208,0.000208
162,2593.25,1.00232,0.54039,0.99744,0.70843,0.74776,0.72788,0.45144,1.24957,0.70204,1.07524,0.00020305,0.00020305,0.00020305
163,2609.5,1.02492,0.54999,1.00877,0.7523,0.7142,0.74838,0.46119,1.24852,0.70675,1.07393,0.0001981,0.0001981,0.0001981
164,2627.48,0.99453,0.53078,0.98954,0.72726,0.7236,0.73018,0.44778,1.26525,0.70765,1.08181,0.00019315,0.00019315,0.00019315
165,2642.43,1.00652,0.54112,1.00069,0.73273,0.72359,0.72605,0.4464,1.27388,0.7119,1.08247,0.0001882,0.0001882,0.0001882
166,2658.22,1.01025,0.54786,1.00407,0.67914,0.74163,0.70506,0.43262,1.2625,0.72455,1.07712,0.00018325,0.00018325,0.00018325
167,2674.05,1.00374,0.53071,0.9971,0.73502,0.70448,0.71971,0.44641,1.24457,0.71135,1.07176,0.0001783,0.0001783,0.0001783
168,2689.4,1.0169,0.54776,1.0026,0.68542,0.74545,0.71647,0.44435,1.24523,0.68057,1.0722,0.00017335,0.00017335,0.00017335
169,2706.98,0.99674,0.53201,0.99742,0.72323,0.7175,0.73503,0.45392,1.2394,0.67763,1.06982,0.0001684,0.0001684,0.0001684
170,2722.26,0.9849,0.50966,0.99605,0.68871,0.7403,0.7268,0.4503,1.25736,0.68638,1.07533,0.00016345,0.00016345,0.00016345
171,2737.22,1.00348,0.52646,1.00099,0.70902,0.72407,0.72381,0.44558,1.2489,0.69821,1.07496,0.0001585,0.0001585,0.0001585
172,2752.52,0.98203,0.51516,0.99282,0.68147,0.73919,0.71743,0.44435,1.24639,0.69289,1.07481,0.00015355,0.00015355,0.00015355
173,2767.7,0.99708,0.53248,0.99507,0.74345,0.68114,0.73734,0.447,1.26326,0.69858,1.07849,0.0001486,0.0001486,0.0001486
174,2783.25,0.99125,0.53247,0.98956,0.71885,0.73447,0.74601,0.45398,1.24803,0.68117,1.07357,0.00014365,0.00014365,0.00014365
175,2798.69,0.98388,0.51199,0.99294,0.70539,0.71995,0.72205,0.44604,1.2384,0.70845,1.07031,0.0001387,0.0001387,0.0001387
176,2813.93,0.99253,0.5237,0.99449,0.7069,0.70663,0.72253,0.45028,1.24311,0.70182,1.07179,0.00013375,0.00013375,0.00013375
177,2828.92,0.97553,0.52358,0.98555,0.69559,0.74383,0.72404,0.44748,1.24787,0.70628,1.0748,0.0001288,0.0001288,0.0001288
178,2845.46,0.98779,0.53325,0.9926,0.70796,0.7458,0.73307,0.45248,1.24988,0.69297,1.07811,0.00012385,0.00012385,0.00012385
179,2860.97,0.99046,0.5331,0.99503,0.695,0.7479,0.73947,0.45543,1.2393,0.67781,1.07165,0.0001189,0.0001189,0.0001189
180,2876.49,0.99328,0.52608,0.9905,0.7205,0.74738,0.72812,0.45003,1.24981,0.70813,1.07733,0.00011395,0.00011395,0.00011395
